阿	至亲
阿爸	叔父
阿伯	老父
阿伯	伯父
阿爹	爸爸
阿兄	弟弟
阿哥	哥哥
安	啊	安?!他真是小冯?	(仔细打量)
安	哼	谁同意你捐的，安?你怎么不把书包也捐了?
广	洋	广货泛指一切来自海上、海外的及其产品。|我伸手仔细摸过，是～布做。
广广	外地人	在小城的字典里，～是两广人的通称。
广广	外行	你麻哪个，我又不是~哩！|这波斯人其实只是个～。
广货店	百货商店	旧时蓉城的一般妇女没有逛～的习惯。
广婆子	外省人	我院子外面住了一个卖珠花的～。
广起广起	叽里呱啦	这是哪个在说话?～的！
硄	磨	刀钝了，在磨刀石上～两下！

	涂抹	这桌子再～点轻漆就亮了。
	揩拭	鼻涕拿帕子擦了嘛，咋个拿袖子~呢?
挄	打	惹毛了，～你两耳矢！
归山	去世	我家原本就穷，去年母亲~更把家底弄空了。
归顺	妥帖	房间里的床铺已叠整齐，桌上的杂物书籍全～摆好。
归屋	回家	自从老太爷过世后，你们那个老妖精十天有九天不～。多说落屋。
归一	好	早点穿～免得走时再换。|爸爸都替你说～了，还不好么?也说居一。
龟儿	王八蛋	你信他～鬼吹！
龟儿子	王八蛋
龟孙子	王八蛋	要是早有你这个技术员，我们也不得遭他~县农机厂敲这么大的棒棒啰！
龟子	王八蛋
皈依佛法	顺从	但要他两位担保四川人民～地听其招抚，周紫庭先生就把脑壳摆得像一面博浪鼓。
鬼八卦	诡计	我说这是余慎的～你信不信?明明是不放心我们团防，所以要把我们调进城去，免得我们在四乡跟他出事。
鬼八卦	小聪明	吴风梧这人，狡猾是狡猾，可也有些～。
鬼板眼儿	鬼名堂	老赖这个家伙~也真多！
鬼抱怨	抱怨	“你这个脾气好啦！”有人羡慕地叹息说，“免得算错了～。”
鬼吵	吵闹	今天十五，又是中元日子，莫要大清早晨就找着我～！
鬼扯	胡说	他们天南地北地~了半天。|你莫在这里跟我乱造谣！小青啥时候说过喜欢他来?说是风就是丽的，～！
鬼浊	机灵	这娃儿～得很。
鬼蛋子	淘气鬼	舵爷！这五个～是从晶花界石那边摸过来的！
鬼登哥儿(鬼灯哥、鬼冬哥)	猫头鹰	有些人根据它周身羽毛蓬松，多半在夜间活动，飞行时无声无响，鸣叫的声音很不受听等特点，把它贬称为～。
鬼点子	鬼主意	就数你的～多，一会儿又一个花样。
鬼火	怒火	想到这点，李春山就～冲。
鬼眉鬼眼	鬼鬼祟祟	鸡脑壳～儿地笑了。
鬼灵精	鬼灵精	
鬼眨眼	干眼症	他不是有意做精做怪的，他本来就是个～。
贵气	娇贵	马都下得地么?那不踢人呀！再说也太～了，见天吃十多斤豌豆，哪个还喂得起啦?|你不要把我看得太～了，其实我也过
柜柜	柜子
滚大案	词讼	这个留分头的小伙竟是经过风浪、会～的角色,面对着物证都不惊不诧,不独矢口否认,而且还能倒敲一锤,把原告打成被告。
滚刀块	切菜
滚滚	轮子
滚案子	词讼	你这张利嘴哟，真可以到衙门去～啦！
滚案	词讼
滚龙	流浪汉	张福全便成了天不管地不收的～。
滚切	切菜
滚身儿	棉袄
滚水	开水
滚水	热水	高高兴兴洗了个~脸，上床睡觉。
滚水	洗澡	他正站在黄桷树下看牛～。又说困水。
滚澡	游泳	姐妹几个，邀邀约约，上山割草，下河～。
棍棍	棍子

，连站在旁边斟酒的那个～丫头，也没有察觉。








哈1	发臭	腊肉～了，不好吃了。又说哈躺。
哈2	扒拉	鸡在~渣渣。|问题起堆堆，我一个人硬是～不开！
哈2	翻动	糊了！你把锅头的菜~一下。
哈哈儿	一会儿	暂时保～密，明天你来看就晓得啰！
哈齁	发臭	这个罐筒肉要不得了，一大股～气气。
酸臭	臭烘烘	这么～的肉，你还要吃嗦?
哈扒	钉耙
哈声哈气	沙哑	他说话~的，坐在后面硬是听不清楚。
哈儿	一会儿	歇～|隔～|要~|歇～我去说她就是了。|去嘛，隔～你就晓得了。
哈	挠	不要～我，我经不住～。
哈脐沟儿(哈脐官儿)	胳肢	笑声冲淡了仇恨，就是破坏革命，等于～，性质就这样定。
哈1	傻	真是俗话说得好，老实人干～事！
哈2	嘛	把你的椅子借来坐一会儿就还给你～?|你讲的庄稼经，要把我教会～。
哈2	哟	刚才这些话，是你自己说的～！|卓大娘，我没有这个意思～。|把话说在前头～兰子若不在，我是不得进屋的
哈巴儿	傻瓜	嘿，脚穷一身穷，～娃儿，晓得不?
哈浊浊	傻乎乎	他～的一头撞进来，正好撞见了这件事。
哈儿	傻瓜	范绍增有个外号叫～，意思是有些傻气。
哈里哈气	傻里傻气	不要看他~的，心头的小九九才打得精喃！
哈胀	狼吞虎咽
下	全部	来晏了一步，～都没有了。
下数	数目	你的钱莫得～嗦?
下数	把握	这件事咋个着手我心头硬是没得~。
下数	规矩	不依～不行！
下子	一下子	还是休息～好，让年青人走上第一线。|英国政府一两个月派武装来巡阅~平日就是偷马贼和烟贩子的窝巢。
海	挥霍	我们今天到芙蓉餐厅去~一盘。|我～不起。
海袍哥	入伙	上一回，你叫我～我出了钱，请了客，进了一步。
海皮	入伙
海顽	摆阔	我好久没看过戏，趁今天手头宽裕，等老子～一天去
鞋底板	鞋底
鞋底巴儿	鞋底
鞋底掌	鞋底
鞋脚	鞋袜	而他甚至连老婆孩子的～也操心呢。
鞋子	鞋
海	多	莫看不起人，我气力可大哩！你没见我扛这么～的一捆竹子吗?|他抓过酒壶，咕咕噜噜，～灌一通。
海底	秘籍	他们遂说起～上的内行话米。|主不僭客，这是哥老会～上的一条铁定的规矩。
海河	巨大	你是说隔成都不远的柏树坳大洞子，还要～呀！
海椒	辣椒
海椒虫	烟鬼	我们那老汉又是个～煎一大斗碗，一天就吃完了。
海碗	海碗
海帐	烂账	又没有拉～。
海子	湖	每个月的初五、十五、二十五，是摩梭人转～的日子。
害忌	损害	而今这农业社，未必还会～我们庄稼人吗?|这些个当姑妈的该没有～你哇?
憨	死	这一场混战，命都跌~了几条！
憨包儿	傻瓜	就你心善！你这个～呆子，笨蛋！
憨不痴痴	傻乎乎	他本来耳聪目明，消息灵通，却又装得~的样子来请教我。
憨不溜秋	傻乎乎	寒假，霜风天，他嘴皮冷得发紫，脚冻得裂口，还是～地等。
憨痴痴	傻乎乎	我呢，也没有想到应该赶紧退出去，就那么～站在那里。
憨痴闷棒	笨蛋	“这么精精壮壮的，将来都是农业社的好劳动力啦！”“全是～又疲又懒。”
憨吃闷胀	狼吞虎咽	提到人吃，总要大骂自己儿女、媳妇都是些出名的大肚皮，只知道～毫不懂得俭省节约。
憨大汉儿	傻子	你呀，表面像个～心里头鬼得很呢。
憨等	干等	售票员中途停车买豆干，让乘客～。
憨憨	傻子
憨憨实实	忠厚老实	那皮匠看来~可肚皮里头比鬼都精。
憨眉憨眼	笨头笨脑	他才从乡下出来的那阵，～的，现而今就精灵得多了。
憨实有劲	乐此不疲	你一个人干得那么～的做啥子?|娃娃们玩得多～的啊！
憨头憨脑	笨头笨脑	他哪一点配得上你?～的。
憨胀	狼吞虎咽	光晓得一天三顿回来端起碗～没去看看米柜子早现底啦！
咸烧白	扣肉
咸扎扎	咸津津	这水咋个~的?你放了盐嗦?
寒病	恶疾
寒场天(闲场天)	平时	店堂里紧紧密密摆了八张桌子，即使是～茶桌子也满座，逢场天就更打拥堂。。
寒哥儿	恶疾	秦琼也有卖马的时候，只要～找倒，再了不起的人也英雄不起来。
寒天	平时
喊	叫	明天一早，你给我～一乘轿子，多～两个摔手。
喊	让	哪个～你不拿稳！|我们厂长是党员，～他来，他敢不来么?
喊皇天	呼天抢地	逼得我只有~了。|对，就是牛，就是牛便要你们～。
喊黄	崩溃	三天不把新戏上，逼倒他就要~。|这样黑起良心说话呀！我要～啦！
喊黄	叫苦	这件事我干不了，我要~了。
喊明	说清楚	我们先把话～再说下文。
喊明叫白	直截了当	当着三人抵六面，把话～古大爷是四百万，覃大哥是两百万，当面交清，人就在这里。
喊明叫现	直截了当	除去李春山，梨儿园他真正能～说话的，就只有这个污糟女人。
喊明叫响	直截了当	尽管客观条件有限，还没～公开对仗，但梨儿园斗争发展到现在，对立双方的主要代表人物，心里都非常明白。
喊声	如果	闹家庭革命?你不配！～你老子不给钱，又叫你表叔不许收揽你，看你这家庭革命怎样闹！|一路上尽是小田坎，～一个倒栽葱，老子没钱给谁抓药吃！
汉仗	个子	王立堂几高的～，几壮的身材，身当其境，也骇得面无人色。
汗巴巴	汗津津	绷在身上的布衣裳～的。
汗襟儿	小褂
汗爬滴水	汗流浃背	红娘们～八方奔波，为局长女儿物色佳偶。
汗爬水流	汗流浃背	太阳很大，穿的衣服太厚，他浑身早已~。
汗爬细水	汗流浃背	女人左手抱着两条麻袋，~地走过来。
汗帕子	毛巾
汗浸浸	汗津津	张幺爸摘下帽子，抓摸着～的光脑壳。
汗褐儿(汗褡儿)	小褂
汗褡子	小褂
汗衣	内衣	在成都上火车时，还穿着棉衣，到这里就只能穿短袖～了。
汗扎扎	汗津津	衣服穿得~的，还不换么?
旱碾	石磙	他们各自养着两三头拉~的牛。
旱鸭子	旱鸭子	只有两个会凫几把水，而那六个道地的～中，还有三位年轻、稚气的姑娘。
干鸭子	旱鸭子
旱鸭儿	旱鸭子
陷	甩	我～你一碗！|看我把瓢给你～过来！
吭1	拥挤	这家馆子～得很，我们另走一家吧！
吭2	欺负	你~哪个?我不怕你～！
行势(行市)	能干	他做事倒还～。|黄二嫂是可怜，可公社都不管，你充啥~?
行势…行势…	齐头并进	她疲倦极了，～在写～就睡着了。
沆	喘	老汉儿的气管炎发了，~得一晚上睡不着。你们这个七楼也太够爬了，累得我直见～气。
巷巷儿	胡同
巷巷儿	巷子
巷子	巷子
项脖	颈项
项巾	围巾
薅	锄草	今年的红苕没得空～，土又板，草又多，哪个长得好嘛！
薅	抓	听说有贼，他～起一根扁担就追出去了。
薅锄	锄头
薅刨	耕作	隔几天，那~过的莴笋又该浇粪了。
薅刨	捞取	他最会～钱了。
毫子儿	硬币	她从不乱花一个~。
豪霸子	恶霸
篙竿(篇杆、榱竿、椽杆、濠竿)	篙子	小船追大船，只要几～。
篙竿(篇杆、榱竿、椽杆、濠竿)	筷子	你们船上规矩多，筷子要叫～木板要叫锁浮。|添副～来
嚎丧(号丧)	哭丧	都是些～的白颈老鹬，看还把这世界吼得翻么?
好道	既然如此	“你家眼下还有没有像兴顺大爷一样会放牛儿炮的人?”“唔！那倒没有。”“～！别个说眼下只有读过洋学堂的学生会放，并没说差呀！”
好道八实	好好儿	人家～的，哪里病了嘛！
好多	多少	你吃得倒～?|花生~钱一斤?|你今年～岁?
好…好…	好	～朋～友|～亲～戚。
好…好…	认真	～来～往|~合～散。
好…好…	多么	~范～恶|～凶～险。
好的	有种	是～我们就来比试一下。
好生	好好儿	你～站住，免得跌跤。|今晚上留人家在公馆住下，明天过节，～待承一下，后天打发人家走。|你走路～点儿嘛，把我的脚踩倒了。
好生生	小心翼翼	他将钱折了两折，~放进内衣贴胸的荷包里。
号1	床位	给你们留了三个～你们来不来住?
号2	评定	老师正在～本子。|就连唱得一样好的歌曲，画得一样好的图画，老师给女生～的分数也比男生高出好多，真是活见鬼。
号3	种	干这～事要得吗?|可我们这～人，原先在松林二爷领导的那个互助组，待我们还好。|那些炙手可热的官僚们，并不把他这～人放在眼里。
号口	商店	三条主街，倒有一大半的铺面是商店～。
号钱	住宿费
耗儿	老鼠
耗子	老鼠
黑	阴沉	老板娘马上～下脸来。|他却～起脸说：“罗大杆，我跑遍了七七四十九个酒馆子，才找到你。”
黑八儿	乌鸦
黑不拢耸	黑不溜秋	那特务穿一件～的衣裳。
黑碜碜	黝黑	这个拉车的，～一张脸。
黑浊浊(黑龊龊)	黑駿駿	这屋头～的，一点亮都莫得。
黑浊浊(黑龊龊)	黑乎乎	蜡印被面，～婆溲溲，令人难以下躺。
黑墩墩(黑腾腾)	黑黝黝	～横胖胖，满脸大麻子又粗又壮的个人。
黑顿顿(黑沌沌)	浓黑	她写一手～的大颜字，还用悬肘。|他有一头无论怎么剃除，总是顽固地生长出来并且挺立着的～的头发。
黑点点	污点	我是有～的人，今天又是我第一个到现场，如果别人怀疑到我头上，我就是跳进黄河也洗不清啊。
黑定	漆黑	当他们警觉时间已晏、准备进城的时候，天已经～了。
黑尽(黑净)	漆黑	这时，外面的天色～了，路灯亮了。
黑麻麻	黑压压	教室外面～一片全是人，闹哄哄地都在那里等着。
黑摸摸(黑蓦蓦)	黑咕隆咚	公主，～的，不知从哪厢而去。黑里摸索黑咕隆冬|“～不怕又翻车?”我替牛担心。
黑脸董嘴	气呼呼	牛三见丁香不在，内室门又紧闭着，知道她仍在赌气，就～地坐在那里。
黑了1	暗害	就凭你、我，别说打进黄公馆，恐怕过不了崇庆州到羊马场就把你我一起～
黑了2	晚上	昨～|今～|大家说说看，昨～叫他写标语，还不是看得起他一手字。
黑瓮瓮(黑蓊蓊)	黑駿駿	要想来我们家，但须穿过一片～阴森森的枞树林，她又不敢走。|高耸着的飞薨跃瓴的城楼，～的森严的城门洞口，这在自然中长成的乡下人是第一次看见的。
黑漆吗孔	黑咕隆咚	屋头～的。|一脸锅烟墨，糊得～的。
黑耸耸	漆黑	屋子里~的。
黑耸耸	黑駿駿	那坟顶上～的不是么?|走出院子不远，忽然路边小麦田里，冒起个东西，～一团。
